sep=,
id,name,type,latitude,longitude
472367,Pößneck,location,50.7,11.6
471677,Großräschen,location,51.59096,14.0026399999999
472055,Lößnitz,location,50.6167,12.7167
377387,Waldkirchen (Niederbay.),location,48.732540130615234,13.600847244262695
472703,Süßen,location,48.6833,9.76667
471663,Großenlüder,location,50.5833,9.53333
471145,Aichwald (Schurw.),location,48.7667,9.38333
420547,Neukirchen, Knüllgeb.,location,50.86912155151367,9.347000122070312
